event_id,calendar_year,event_name,is_major,course_name,start_date,end_date,city,state_or_country,latitude,longitude,timezone,confidence,date_confidence_note
476,2019,World Golf Championships-FedEx St. Jude Invitational,False,TPC Southwind,2019-08-08,2019-08-11,Memphis,TN,35.072,-89.793,America/Chicago,MEDIUM,±7 days — acceptable for weather archive pull
476,2020,World Golf Championships-FedEx St. Jude Invitational,False,TPC Southwind,2020-08-08,2020-08-11,Memphis,TN,35.072,-89.793,America/Chicago,MEDIUM,±7 days — acceptable for weather archive pull
476,2021,World Golf Championships-FedEx St. Jude Invitational,False,TPC Southwind,2021-08-08,2021-08-11,Memphis,TN,35.072,-89.793,America/Chicago,MEDIUM,±7 days — acceptable for weather archive pull
478,2019,Hero World Challenge,False,Albany,2019-12-05,2019-12-08,Albany,The Bahamas,25.004,-77.509,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
478,2021,Hero World Challenge,False,Albany,2021-12-05,2021-12-08,Albany,The Bahamas,25.004,-77.509,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
478,2022,Hero World Challenge,False,"Albany, Bahamas",2022-12-05,2022-12-08,Albany,The Bahamas,25.004,-77.509,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
480,2019,Wells Fargo Championship,False,Quail Hollow Club,,,Charlotte,NC,35.108,-80.849,America/New_York,LOW,date missing — exclude from weather revalidation
480,2021,Wells Fargo Championship,False,Quail Hollow Club,,,Charlotte,NC,35.108,-80.849,America/New_York,LOW,date missing — exclude from weather revalidation
480,2022,Wells Fargo Championship,False,TPC Potomac at Avenel Farm,,,Charlotte,NC,35.108,-80.849,America/New_York,LOW,date missing — exclude from weather revalidation
480,2023,Wells Fargo Championship,False,Quail Hollow Club,,,Charlotte,NC,35.108,-80.849,America/New_York,LOW,date missing — exclude from weather revalidation
483,2019,Puerto Rico Open,False,Coco Beach Golf & CC,2019-03-07,2019-03-10,Rio Grande,PR,18.401,-66.163,America/Puerto_Rico,MEDIUM,±7 days — acceptable for weather archive pull
483,2020,Puerto Rico Open,False,Grand Reserve Country Club,2020-03-07,2020-03-10,Rio Grande,PR,18.401,-66.163,America/Puerto_Rico,MEDIUM,±7 days — acceptable for weather archive pull
483,2021,Puerto Rico Open,False,Grand Reserve Country Club,2021-03-07,2021-03-10,Rio Grande,PR,18.401,-66.163,America/Puerto_Rico,MEDIUM,±7 days — acceptable for weather archive pull
483,2022,Puerto Rico Open,False,Grand Reserve Golf Club,2022-03-07,2022-03-10,Rio Grande,PR,18.401,-66.163,America/Puerto_Rico,MEDIUM,±7 days — acceptable for weather archive pull
483,2023,Puerto Rico Open,False,Grand Reserve Golf Club,2023-03-07,2023-03-10,Rio Grande,PR,18.401,-66.163,America/Puerto_Rico,MEDIUM,±7 days — acceptable for weather archive pull
489,2019,World Golf Championships-HSBC Champions,False,Sheshan International GC,,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
490,2019,A Military Tribute at The Greenbrier,False,The Greenbrier,2019-07-04,2019-07-07,White Sulphur Springs,WV,37.779,-80.302,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
493,2019,The RSM Classic,False,Sea Island GC (Plantation),2019-11-21,2019-11-24,Sea Island,GA,31.202,-81.332,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
493,2020,The RSM Classic,False,Sea Island GC (Seaside),2020-11-21,2020-11-24,Sea Island,GA,31.202,-81.332,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
493,2021,The RSM Classic,False,Sea Island GC (Plantation),2021-11-21,2021-11-24,Sea Island,GA,31.202,-81.332,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
493,2022,The RSM Classic,False,Sea Island Golf Club (Plantation),2022-11-21,2022-11-24,Sea Island,GA,31.202,-81.332,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
518,2019,Barbasol Championship,False,Keene Trace Golf Club,,,Nicholasville,KY,38.255,-85.768,America/New_York,LOW,date missing — exclude from weather revalidation
518,2021,Barbasol Championship,False,Keene Trace Golf Club,,,Nicholasville,KY,38.255,-85.768,America/New_York,LOW,date missing — exclude from weather revalidation
518,2022,Barbasol Championship,False,Keene Trace Golf Club,,,Nicholasville,KY,38.255,-85.768,America/New_York,LOW,date missing — exclude from weather revalidation
518,2023,Barbasol Championship,False,Keene Trace Golf Club (Champions Course),,,Nicholasville,KY,38.255,-85.768,America/New_York,LOW,date missing — exclude from weather revalidation
519,2021,Olympic Men's Golf Competition,False,Kasumigaseki Country Club,2021-08-01,2021-08-04,Guyancourt,France,48.753,2.076,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
521,2019,THE CJ CUP @ NINE BRIDGES,False,Nine Bridges,2019-10-14,2019-10-17,Las Vegas,NV,36.013,-115.028,America/Los_Angeles,MEDIUM,±7 days — acceptable for weather archive pull
521,2020,THE CJ CUP @ SHADOW CREEK,False,Shadow Creek Golf Course,2020-10-14,2020-10-17,Las Vegas,NV,36.013,-115.028,America/Los_Angeles,MEDIUM,±7 days — acceptable for weather archive pull
521,2021,THE CJ CUP @ SUMMIT,False,The Summit Club,2021-10-14,2021-10-17,Las Vegas,NV,36.013,-115.028,America/Los_Angeles,MEDIUM,±7 days — acceptable for weather archive pull
521,2022,THE CJ CUP in South Carolina,False,Congaree Golf Club,2022-10-14,2022-10-17,Las Vegas,NV,36.013,-115.028,America/Los_Angeles,MEDIUM,±7 days — acceptable for weather archive pull
522,2019,Corales Puntacana Resort & Club Championship,False,Corales Golf Club,2019-04-18,2019-04-21,Punta Cana,La Altagracia,18.565,-68.34,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
522,2020,Corales Puntacana Resort & Club Championship,False,Corales Golf Club,2020-04-18,2020-04-21,Punta Cana,La Altagracia,18.565,-68.34,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
522,2022,Corales Puntacana Championship,False,Corales Golf Club,2022-04-18,2022-04-21,Punta Cana,DR,18.51,-68.367,America/Santo_Domingo,MEDIUM,±7 days — acceptable for weather archive pull
522,2023,Corales Puntacana Championship,False,Puntacana Resort & Club (Corales Golf Course),2023-04-18,2023-04-21,Punta Cana,DR,18.51,-68.367,America/Santo_Domingo,MEDIUM,±7 days — acceptable for weather archive pull
524,2019,Rocket Mortgage Classic,False,Detroit Golf Club,,,Detroit,MI,42.327,-83.231,America/New_York,LOW,date missing — exclude from weather revalidation
524,2020,Rocket Mortgage Classic,False,Detroit Golf Club,,,Detroit,MI,42.327,-83.231,America/New_York,LOW,date missing — exclude from weather revalidation
524,2021,Rocket Mortgage Classic,False,Detroit Golf Club,,,Detroit,MI,42.327,-83.231,America/New_York,LOW,date missing — exclude from weather revalidation
524,2022,Rocket Mortgage Classic,False,Detroit Golf Club,,,Detroit,MI,42.327,-83.231,America/New_York,LOW,date missing — exclude from weather revalidation
524,2023,Rocket Mortgage Classic,False,Detroit Golf Club,,,Detroit,MI,42.327,-83.231,America/New_York,LOW,date missing — exclude from weather revalidation
525,2019,3M Open,False,TPC Twin Cities,2019-07-25,2019-07-28,Blaine,MN,45.177,-93.213,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
525,2020,3M Open,False,TPC Twin Cities,2020-07-25,2020-07-28,Blaine,MN,45.177,-93.213,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
525,2021,3M Open,False,TPC Twin Cities,2021-07-25,2021-07-28,Blaine,MN,45.177,-93.213,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
525,2022,3M Open,False,TPC Twin Cities,2022-07-25,2022-07-28,Blaine,MN,45.177,-93.213,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
525,2023,3M Open,False,TPC Twin Cities,2023-07-25,2023-07-28,Blaine,MN,45.177,-93.213,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
527,2019,ZOZO CHAMPIONSHIP,False,Accordia Golf,2019-10-21,2019-10-24,Chiba,Japan,34.764,139.329,Asia/Tokyo,MEDIUM,±7 days — acceptable for weather archive pull
527,2020,ZOZO CHAMPIONSHIP @ SHERWOOD,False,Accordia Golf,2020-10-21,2020-10-24,Chiba,Japan,34.764,139.329,Asia/Tokyo,MEDIUM,±7 days — acceptable for weather archive pull
527,2021,ZOZO CHAMPIONSHIP,False,Accordia Golf,2021-10-21,2021-10-24,Chiba,Japan,34.764,139.329,Asia/Tokyo,MEDIUM,±7 days — acceptable for weather archive pull
527,2022,ZOZO CHAMPIONSHIP,False,Accordia Golf,2022-10-21,2022-10-24,Chiba,Japan,34.764,139.329,Asia/Tokyo,MEDIUM,±7 days — acceptable for weather archive pull
528,2019,Bermuda Championship,False,Port Royal Golf Course,2019-11-14,2019-11-17,Southampton,Bermuda,32.261,-64.874,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
528,2020,Bermuda Championship,False,Port Royal Golf Course,2020-11-14,2020-11-17,Southampton,Bermuda,32.261,-64.874,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
528,2021,Butterfield Bermuda Championship,False,Port Royal Golf Course,2021-11-14,2021-11-17,Southampton,BM,32.32,-64.727,Atlantic/Bermuda,MEDIUM,±7 days — acceptable for weather archive pull
528,2022,Butterfield Bermuda Championship,False,Port Royal Golf Course,2022-11-14,2022-11-17,Southampton,BM,32.32,-64.727,Atlantic/Bermuda,MEDIUM,±7 days — acceptable for weather archive pull
533,2020,Workday Charity Open,False,Muirfield Village Golf Club,,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
534,2021,Corales Puntacana Resort & Club Championship #2,False,Corales Golf Club,,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
535,2021,U.S. Open #2,False,Torrey Pines (South),,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
536,2021,The Masters #2,False,Augusta National,2021-04-08,2021-04-11,Augusta,GA,33.503,-82.02,America/New_York,HIGH,exact date confirmed
538,2021,Palmetto Championship at Congaree,False,Congaree Golf Club,,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
540,2022,Mexico Open at Vidanta,False,Vidanta Vallarta,,,Playa del Carmen,MX,20.63,-87.078,America/Cancun,LOW,date missing — exclude from weather revalidation
540,2023,Mexico Open at Vidanta,False,Vidanta Vallarta,,,Playa del Carmen,MX,20.63,-87.078,America/Cancun,LOW,date missing — exclude from weather revalidation
541,2022,Genesis Scottish Open,False,The Renaissance Club,2022-07-11,2022-07-14,North Berwick,Scotland,56.051,-2.809,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
541,2023,Genesis Scottish Open,False,The Renaissance Club,2023-07-11,2023-07-14,North Berwick,Scotland,56.051,-2.809,America/New_York,MEDIUM,±7 days — acceptable for weather archive pull
543,2023,Fortinet Championship #2,False,Silverado Resort (North Course),,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
544,2023,Sanderson Farms Championship #2,False,The Country Club of Jackson,,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
545,2023,Shriners Children's Open #2,False,TPC Summerlin,,,Las Vegas,NV,36.149,-115.162,America/Los_Angeles,LOW,date missing — exclude from weather revalidation
546,2023,ZOZO CHAMPIONSHIP #2,False,Accordia Golf,2023-10-21,2023-10-24,Chiba,Japan,34.764,139.329,Asia/Tokyo,MEDIUM,±7 days — acceptable for weather archive pull
547,2023,World Wide Technology Championship #2,False,El Cardonal at Diamante,,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
548,2023,Butterfield Bermuda Championship #2,False,Port Royal Golf Course,,,Southampton,BM,32.32,-64.727,Atlantic/Bermuda,LOW,date missing — exclude from weather revalidation
549,2023,The RSM Classic #2,False,Sea Island Golf Club (Plantation Course),,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
550,2023,Hero World Challenge #2,False,Albany GC,,,,,,,America/New_York,LOW,date missing — exclude from weather revalidation
